7,read,readed,읽었다,already,yet,"이미, 벌써",,,,I already read the book before.,전 예전에 이미 그 책을 읽었습니다.
7,have to,be going to,~해야 한다,return,receive,돌려주다,,,,When do I have to return this book?,제가 언제 이 책을 반납해야 하나요?
7,gave,gived,줬다,birthday,today,생일,bicycle,motorcycle,자전거,My dad gave me this bicycle on my birthday.,저희 아빠가 제 생일에 이 자전거를 제게 주셨어요.
7,various,serious,다양한,free,busy,자유로운,hobby,job,취미,They enjoy various hobbies in their free time.,그들은 그들의 자유 시간에 다양한 취미를 즐깁니다.
7,take a class,make a lecture,수업을 듣다,community center,City Hall,주민 센터,Saturday,Sunday,토요일,She takes a cooking class at the community center on Saturdays.,그녀는 토요일마다 주민 센터에서 요리 수업을 듣습니다.
7,practice,learn,연습하다,gym,playground,체육관,Thursday,Tuesday,목요일,They practice dancing at the gym on Thursdays.,그들은 목요일마다 체육관에서 춤 연습을 합니다.
7,club,class,동아리,perform,practice,공연하다,festival,competition,축제,Her club will perform at the school festival next month.,그녀의 동아리는 다음 달에 학교 축제에서 공연할 것입니다.
7,a lot of,some,많은,relax,tighten,긴장을 풀다,park,museum,공원,A lot of people relax at the park.,많은 사람들이 공원에서 휴식을 취합니다.
7,walk the dog,train the dog,개를 산책시키다,without,with,~없이,leash,shoes,목줄,Some people walk their dogs without a leash.,어떤 사람들은 목줄 없이 그들의 개를 산책시킵니다.
7,work,walk,일하다,cook,nurse,요리사,restaurant,café,식당,He worked as a cook at the restaurant.,그는 그 레스토랑에서 요리사로 일했습니다.
7,went,goed,갔다,scientist,doctor,과학자,sea,lake,바다,The scientists went out to the sea.,과학자들은 바다로 나갔다.
7,share,shore,공유하다,experience,experiment,경험,peer,pear,동료,Scientists share their experiences with peers.,과학자들은 자신의 경험을 동료들과 공유합니다.
7,town,country,마을,different,difficult,"다른, 다양한",,,,people in my town have different jobs.,우리 동네 사람들은 다양한 직업을 가지고 있습니다.
7,lady,girl,여성,next door,upstairs,옆집,doctor,nurse,의사,The lady next door is a doctor.,옆 집에 사는 여성분은 의사입니다.
7,bake,boil,굽다,bread,cookie,빵,,,,She always gets up early to bake bread and cakes.,그녀는 빵과 케이크를 굽기 위해 항상 일찍 일어납니다.
7,plant,grow,심다,carrot,potato,당근,seed,fruit,씨앗,They are planting carrot seed in the garden.,그들은 정원에 당근 씨앗을 심고 있습니다.
7,bottle,cup,병,milk,juice,우유,shelf,drawer,선반,I need a bottle of milk from the top shelf.,저는 맨 위 선반에 있는 우유 한 병이 필요해요.
7,eat,drink,먹다,noodles,bread,국수,,,,People eat noodles to live a long life.,사람들은 장수하기 위해 국수를 먹습니다.
7,There is,This is,~가 있다,parking,walking,주차,space,enter,"공간, 장소",There is no parking space here.,여기는 주차 공간이 없네요.
7,English,French,영어,newspaper,magazine,신문,,,,I read English newspaper to study English.,저는 영어를 공부하기 위해 영자 신문을 읽습니다.
7,send,receive,보내다,letter,call,편지,every month,every year,매달,I will send you a letter every month.,제가 매달 당신에게 편지를 보낼게요.
7,brought,bringed,가져왔다,umbrella,raincoat,우산,,,,He brought you an umbrella.,그가 당신에게 우산을 가져다 주었어요.
7,garden,park,정원,full,empty,가득 찬,flower,tree,꽃,There is a garden full of flowers.,꽃으로 가득 찬 정원이 하나 있습니다.
7,need,meet,필요하다,easy,hard,쉬운,solution,question,해결책,We need to find an easier solution.,우리는 더 쉬운 해결책을 찾아낼 필요가 있습니다.
7,reason,result,이유,tell,write,말하다,truth,false ,진실,There is no reason to tell you the truth.,제가 당신에게 그 진실을 말할 이유는 없습니다.
7,useful,useless,유용한,learn,teach,배우다,,,,The Internet can be useful to learn English.,인터넷은 영어를 배우는 데 유용할 수 있습니다.
7,between,behind,~사이에,difference,difficulty,차이점,,,,There is a difference between the two pictures.,그 두 사진들 사이에는 차이점이 하나 있습니다.
7,swimming,swiming,수영,river,lake,강,dangerous,safe,위험한,Swimming in this river is very dangerous.,이 강에서 수영하는 것은 매우 위험합니다.
7,terrible,terrific,끔찍한,accident,chance,사고,yesterday,tomorrow,어제,There was a terrible accident yesterday.,어제 끔찍한 사고가 있었습니다.
7,told,telled,말했다,story,history,이야기,,,,My teacher told us an interesting story.,선생님께서 우리에게 흥미로운 이야기를 해주셨습니다.
7,excited,worried,신난,travel,move,여행하다,,,,I am so excited to travel with you.,당신과 함게 여행하게 되어 매우 신납니다.
7,turn off,turn on,끄다,light,right,"빛, 조명",,,,I always turn off the light when I go out.,저는 나갈 때는 항상 불을 끕니다.
7,regular,irregular,규칙적인,keep,lose,유지하다,healthy,sick,건강한,He does regular exercise to keep healthy.,그는 건강을 유지하기 위해서 규칙적인 운동을 합니다.
7,still,already,여전히,fire,water,불,burn,blow,"타다, 태우다",Is the fire still burning?,그 불이 아직도 타고 있나요?
7,planet,satellite,행성,solar system,galaxy,태양계,,,,There are many planets in our solar system.,우리 태양계에는 많은 행성들이 있습니다.
7,hurry,relax,서두르다,late,early,늦은,,,,You should hurry not to be late.,당신은 늦지 않기 위해 서둘러야만 합니다.
7,movie,novel,영화,arrive,leave,도착하다,,,,The movie already started when we arrived.,우리가 도착했을 때 그 영화는 이미 시작했습니다.
7,experiment,experience,실험,solve,save,풀다,problem,solution,문제,They will do a new experiment to solve the problem.,그들은 그 문제를 풀기 위해서 새로운 실험을 할 것입니다.
